1	97.375
2	80.085
3	62.16
4	65.815
5	41.701
6	36.266
7	50.575
8	50.405
9	43.875
10	70.207
11	70.207
12	123.576
13	34.695
14	83.6
15	121.05
16	54.78
17	35.346
18	58.496
19	28.78
20	21.18
21	21.18
22	41.685
23	47.599
24	54.528
25	75.986
26	64.846
27	33.644
28	81.184
29	41.685
30	83.432
31	45.37
32	42.511
33	45.181
34	50.74
35	46.025
36	48.373
37	39.817
38	47.015
39	45.744
40	46.262
41	44.88
42	44.88
43	60.371
44	20.942
45	20.942
46	20.942
47	45.921
48	44.822
49	43.557
50	32.475
51	45.784
52	28.489
53	45.784
54	49.837
55	34.819
56	160.896
57	67.04
58	21.744
59	41.813
60	21.744
61	59.253
62	70.278
63	39.193
64	41.211
65	41.211
66	27.106
67	45.9
68	63.234
69	56.473
70	40.876
71	74.03
72	45.946
73	28.794
74	35.676
75	36.978
76	36.594
77	27.217
78	29.01
79	34.561
80	108.91
81	71.349
82	0
83	0
84	58.743
85	84.146
86	0
87	23.983
88	48.951
89	161.025
90	64.331
91	43.272
92	67.723
93	87.694
94	81.622
95	68.601
96	68.232
97	35.528
98	55.765
99	47.868
100	20.514
101	55.109
102	47.398
103	46.529
104	57.511
105	87.167
106	85.037
107	34.348
108	45.065
109	53.252
110	53.252
111	53.252
112	48.402
113	87.885
114	112.941
115	84.936
116	53.252
117	30.255
118	125.38
119	18.978
120	19.062
121	45.744
122	53.816
123	45.744
124	45.744
125	19.074
126	45.744
127	53.816
128	45.744
129	121.54
130	126.38
131	62.505
132	75.24
133	48.256
134	81.288
135	84.918
136	54.77
137	44.661
138	120.4
139	26.582
140	34.943
141	21.527
142	37.969
143	35.249
144	48.416
145	70.877
146	28.809
147	58.976
148	45.286
149	19.884
150	21.312
151	35.099
152	39.043
153	38.022
154	55.003
155	70.448
156	33.998
157	56.896
158	173.992
159	63.971
160	76.024
161	29.554
162	50.752
163	76.939
164	79.88
165	79.504
166	97.788
167	37.675
168	41.963
169	31.443
170	72.037
171	42.899
172	58.403
173	79.212
174	59.983
175	84.442
176	17.578
177	21.717
178	21.733
179	40.56
180	35.923
181	46.023
182	63.512
183	55.893
184	60.102
185	28.246
186	15
187	21.294
188	66.18
189	16.038
190	15
191	15.048
192	28.8
193	27.29
194	15
195	30.558
196	15
197	10.94
198	15
199	15
200	15
201	15
202	15
203	15
204	15
205	15
206	40.818
207	15.922
208	15
209	15
210	81.41
211	28.064
212	33.58
213	15
214	18.86
215	23.37
216	15
217	55.258
218	44.242
219	44.638
220	36.124
221	24.93
222	183.425
223	12.127
224	15.001
225	15
226	41.07
227	15.52
228	30.784
229	70.107
230	11.275
231	45.276
232	56.376
233	15.004
234	26.75
235	15
236	38.6
237	34.596
238	15.001
239	22.62
240	15
241	30
242	15.001
243	27.96
244	15
245	40.488
246	53.52
247	58.721
248	66.449
249	140.791
250	73.006
251	35.937
252	46.546
253	41.652
254	0
255	62.28
256	86.098
257	57.077
258	30.831
259	86.173
260	90.672
261	66.894
262	47.909
263	52.623
264	42.882
265	23.259
266	87.806
267	78.152
268	40.839
269	31.518
270	61.728
271	95.187
272	49.793
273	19.146
274	52.4
275	64.879
276	41.922
277	62.551
278	24.976
279	84.042
280	31.45
281	32.235
282	38.992
283	78.436
284	54.354
285	20.022
286	53.485
287	69.136
288	39.654
289	22.025
290	22.025
291	17.479
292	10.662
293	25.84
294	106.95
295	72.734
296	52.003
297	20
298	13.766
299	45.232
300	18.276
301	47.736
302	67.473
303	82.96
304	28.658
305	44.661
306	44.661
307	26.582
308	49.405
309	53.308
310	93.483
311	44.101
312	28.512
313	28.512
314	35.779
315	36.468
316	28.856
317	43.214
318	47.447
319	30.413
320	17.343
321	21.695
322	22.06
323	42.109
324	38.342
325	47.041
326	114
327	62.024
328	64.132
329	54.553
330	66.779
331	57.627
332	91.817
333	73.975
334	69.836
335	62.024
336	46.452
337	49.487
338	58.888
339	17
340	30.237
341	26.574
342	53.966
343	39.856
344	41.548
345	32.357
346	27.512
347	66.595
348	39.69
349	57.486
350	48.066
351	42.636
352	48.991
353	40.664
354	46.532
355	55.624
356	62.857
357	77.656
358	31.645
359	81.994
360	118.338
361	56.44
362	37.663
363	41.718
364	64.897
365	56.023
366	56.023
367	56.023
368	56.324
369	85.282
370	116.705
371	76.211
372	15.687
373	23.035
374	24
375	26.67
376	26.67
377	26.67
378	26.67
379	26.67
380	26.67
