1	93.043
2	97.375
3	111.72
4	84.778
5	80.085
6	90.392
7	59.296
8	34.306
9	25.16
10	62.16
11	65.815
12	41.701
13	55.656
14	89.454
15	87.55
16	81.226
17	95.812
18	62.568
19	62.568
20	87.435
21	29.509
22	23.408
23	204.066
24	70.116
25	36.266
26	26.742
27	104.311
28	143.807
29	56.919
30	42.95
31	46.384
32	75.276
33	50.575
34	77.316
35	49.971
36	55.488
37	66.019
38	71.944
39	66.308
40	73.159
41	50.405
42	48.133
43	33.998
44	43.875
45	80.753
46	49.85
47	41.995
48	78.458
49	70.958
50	70.207
51	70.207
52	69.198
53	123.576
54	34.695
55	44.994
56	38.1
57	15.777
58	15.777
59	31.491
60	83.6
61	121.05
62	150.85
63	53.748
64	83.224
65	54.78
66	84.6
67	122.175
68	176.475
69	53.748
70	83.224
71	120.627
72	174.239
73	19
74	22.009
75	28.05
76	35.346
77	58.496
78	41.685
79	44.355
80	77.863
81	28.545
82	20.978
83	45.91
84	19.228
85	39.854
86	41.866
87	28.78
88	21.18
89	21.18
90	21.18
91	66.145
92	26.339
93	26.339
94	26.339
95	22.091
96	23.153
97	41.685
98	44.355
99	77.863
100	111.451
101	41.685
102	44.355
103	77.863
104	111.451
105	45.37
106	47.599
107	47.502
108	54.528
109	84.264
110	121.797
111	94.731
112	73.619
113	73.32
114	75.901
115	72.042
116	45.744
117	45.898
118	20.406
119	24.631
120	62.654
121	75.986
122	39.99
123	64.846
124	33.316
125	33.644
126	41.685
127	44.355
128	77.863
129	26.339
130	26.339
131	26.339
132	26.339
133	26.339
134	81.184
135	115.784
136	26.339
137	26.339
138	26.008
139	20.175
140	41.685
141	44.355
142	77.863
143	111.451
144	83.432
145	53.748
146	83.288
147	41.685
148	44.355
149	77.863
150	27.883
151	45.37
152	79.375
153	136.504
154	41.685
155	44.355
156	77.863
157	134.25
158	25.47
159	42.511
160	45.181
161	79.094
162	136.067
163	44.13
164	50.74
165	45.234
166	46.025
167	26.582
168	37.996
169	136.792
170	45.744
171	48.373
172	39.817
173	39.579
174	60.12
175	20.942
176	20.942
177	20.942
178	20.942
179	38.736
180	47.055
181	47.015
182	47.015
183	47.015
184	45.744
185	45.744
186	19.074
187	63.234
188	63.234
189	46.262
190	83.657
191	81.985
192	67.013
193	77.256
194	41.157
195	36.201
196	53.516
197	44.88
198	44.88
199	57.698
200	57.8
201	79.925
202	60.371
203	20.942
204	38.736
205	20.942
206	38.736
207	20.942
208	38.736
209	45.921
210	80.196
211	71.97
212	42.083
213	42.932
214	75.742
215	42.749
216	44.822
217	47.492
218	82.537
219	74.126
220	41.685
221	44.355
222	77.863
223	26.17
224	19.55
225	43.557
226	46.227
227	80.652
228	22.227
229	38.746
230	59.401
231	112.456
232	79.818
233	69.981
234	32.475
235	46.393
236	45.784
237	45.784
238	35.379
239	28.489
240	40.698
241	45.784
242	45.784
243	35.379
244	49.837
245	23.167
246	23.167
247	68.893
248	34.819
249	41.762
250	54.3
251	79.682
252	151.932
253	151.932
254	160.896
255	67.04
256	123.25
257	173.832
258	156
259	265.2
260	17.721
261	64.806
262	86.408
263	53.76
264	36.08
265	21.744
266	45.744
267	45.744
268	19.074
269	63.234
270	30.622
271	47.945
272	20.68
273	18.752
274	41.813
275	44.483
276	78.053
277	94.059
278	30.659
279	47.695
280	21.775
281	41.685
282	44.355
283	77.863
284	93.877
285	21.744
286	45.744
287	45.744
288	19.074
289	63.234
290	36.08
291	59.253
292	21.744
293	45.744
294	45.744
295	19.609
296	70.278
297	39.193
298	41.211
299	41.211
300	27.106
301	61.149
302	60.061
303	68.187
304	55.36
305	45.546
306	57.771
307	56.326
308	63.234
309	46.566
310	45.9
311	47.015
312	49.292
313	49.674
314	47.015
315	20.942
316	65.816
317	20.942
318	65.816
319	20.942
320	65.816
321	63.234
322	63.234
323	56.473
324	63.234
325	40.876
326	39.044
327	40.591
328	107.19
329	64.314
330	107.19
331	50.964
332	51.471
333	74.03
334	16.707
335	38.152
336	119.478
337	54.581
338	45.946
339	28.794
340	45.744
341	48.755
342	48.198
343	35.676
344	50.966
345	38.009
346	38.009
347	58.218
348	106.45
349	45.541
350	40.277
351	39.091
352	39.603
353	39.115
354	40.115
355	40.079
356	40.591
357	36.978
358	11.095
359	45.566
360	36.594
361	27.217
362	29.01
363	34.561
364	28.801
365	55.7
366	108.91
367	71.349
368	13.237
369	25.129
370	28.228
371	45.016
372	37.666
373	0
374	0
375	0
376	58.743
377	66.572
378	66.946
379	91.118
380	84.146
381	57.655
382	44.553
383	0
384	0
385	59.854
386	23.983
387	48.951
388	73.193
389	74.496
390	88.716
391	57.42
392	139.194
393	161.025
394	64.331
395	43.851
396	57.453
397	41.998
398	42.874
399	58.167
400	43.272
401	67.723
402	68.955
403	46.231
404	87.694
405	66.021
406	112.57
407	81.622
408	89.074
409	63.01
410	73.096
411	68.601
412	56.968
413	68.232
414	35.528
415	55.272
416	18.746
417	39.56
418	114.408
419	140.796
420	115.212
421	156.168
422	83.316
423	104.22
424	64.896
425	55.765
426	64.174
427	15.33
428	17.61
429	47.868
430	20.514
431	36.984
432	55.109
433	47.398
434	46.529
435	35.207
436	35.207
437	35.207
